DSU,Parameter Set,Stage,N,E,ipf,ssf,shuffle,Score,Score Error
Adaptive2/halfing:union_requests,2,2,1000000,400,0.1,0.9999,true,4000000.000,0.000
Adaptive2/halfing:hist_begin,2,2,1000000,400,0.1,0.9999,true,1800,0
Adaptive2/halfing:hist_end,2,2,1000000,400,0.1,0.9999,true,1836,0
Adaptive3/halfing,2,0,1000000,4000000,0.1,0,true,954376.646,220883.367
Adaptive3/halfing:cross_node_read,2,0,1000000,4000000,0.1,0,true,5495139.667,376801.857
Adaptive3/halfing:this_node_read,2,0,1000000,4000000,0.1,0,true,30903435.500,1198925.235
Adaptive3/halfing:cross_node_write,2,0,1000000,4000000,0.1,0,true,77878.833,851.035
Adaptive3/halfing:this_node_read_success,2,0,1000000,4000000,0.1,0,true,4753031.667,466292.274
Adaptive3/halfing:this_node_write,2,0,1000000,4000000,0.1,0,true,921953.500,831.668
Adaptive3/halfing:global_data_read_write,2,0,1000000,4000000,0.1,0,true,0.000,0.000
Adaptive3/halfing:same_set_requests_true,2,0,1000000,4000000,0.1,0,true,0.000,0.000
Adaptive3/halfing:same_set_requests_false,2,0,1000000,4000000,0.1,0,true,0.000,0.000
Adaptive3/halfing:union_requests,2,0,1000000,4000000,0.1,0,true,4000000.000,0.000
Adaptive3/halfing:hist_begin,2,0,1000000,4000000,0.1,0,true,1836,0
Adaptive3/halfing:hist_end,2,0,1000000,4000000,0.1,0,true,1872,0
Adaptive3/halfing,2,1,1000000,400,0.1,0.9999,true,623484.668,242868.389
Adaptive3/halfing:cross_node_read,2,1,1000000,400,0.1,0.9999,true,3714980.833,3275.650
Adaptive3/halfing:this_node_read,2,1,1000000,400,0.1,0.9999,true,24497017.000,921086.960
Adaptive3/halfing:cross_node_write,2,1,1000000,400,0.1,0.9999,true,0.000,0.000
Adaptive3/halfing:this_node_read_success,2,1,1000000,400,0.1,0.9999,true,20779607.667,917960.905
Adaptive3/halfing:this_node_write,2,1,1000000,400,0.1,0.9999,true,271220.667,2581.506
Adaptive3/halfing:global_data_read_write,2,1,1000000,400,0.1,0.9999,true,0.000,0.000
Adaptive3/halfing:same_set_requests_true,2,1,1000000,400,0.1,0.9999,true,3996868.500,38.888
Adaptive3/halfing:same_set_requests_false,2,1,1000000,400,0.1,0.9999,true,2740.500,48.747
Adaptive3/halfing:union_requests,2,1,1000000,400,0.1,0.9999,true,4000000.000,0.000
Adaptive3/halfing:hist_begin,2,1,1000000,400,0.1,0.9999,true,1872,0
Adaptive3/halfing:hist_end,2,1,1000000,400,0.1,0.9999,true,1908,0
Adaptive3/halfing,2,2,1000000,400,0.1,0.9999,true,775808.430,242677.336
Adaptive3/halfing:cross_node_read,2,2,1000000,400,0.1,0.9999,true,2703318.000,8600.612
Adaptive3/halfing:this_node_read,2,2,1000000,400,0.1,0.9999,true,15087350.500,46333.894
Adaptive3/halfing:cross_node_write,2,2,1000000,400,0.1,0.9999,true,0.000,0.000
Adaptive3/halfing:this_node_read_success,2,2,1000000,400,0.1,0.9999,true,12382047.000,37843.933
Adaptive3/halfing:this_node_write,2,2,1000000,400,0.1,0.9999,true,926053.833,20152.720
Adaptive3/halfing:global_data_read_write,2,2,1000000,400,0.1,0.9999,true,0.000,0.000
Adaptive3/halfing:same_set_requests_true,2,2,1000000,400,0.1,0.9999,true,3996844.000,83.254
Adaptive3/halfing:same_set_requests_false,2,2,1000000,400,0.1,0.9999,true,2740.000,63.536
Adaptive3/halfing:union_requests,2,2,1000000,400,0.1,0.9999,true,4000000.000,0.000
Adaptive3/halfing:hist_begin,2,2,1000000,400,0.1,0.9999,true,1908,0
Adaptive3/halfing:hist_end,2,2,1000000,400,0.1,0.9999,true,1944,0
ParallelUnions/squashing,2,0,1000000,4000000,0.1,0,true,1159754.674,128836.030
ParallelUnions/squashing:cross_node_read,2,0,1000000,4000000,0.1,0,true,999730.000,29.251
ParallelUnions/squashing:this_node_read,2,0,1000000,4000000,0.1,0,true,25114462.167,849109.296
ParallelUnions/squashing:cross_node_write,2,0,1000000,4000000,0.1,0,true,1999326.000,28.482
ParallelUnions/squashing:this_node_read_success,2,0,1000000,4000000,0.1,0,true,0.000,0.000
ParallelUnions/squashing:this_node_write,2,0,1000000,4000000,0.1,0,true,1999326.000,28.482
ParallelUnions/squashing:global_data_read_write,2,0,1000000,4000000,0.1,0,true,2000625.333,146.688
ParallelUnions/squashing:same_set_requests_true,2,0,1000000,4000000,0.1,0,true,0.000,0.000
ParallelUnions/squashing:same_set_requests_false,2,0,1000000,4000000,0.1,0,true,0.000,0.000
ParallelUnions/squashing:union_requests,2,0,1000000,4000000,0.1,0,true,4000000.000,0.000
ParallelUnions/squashing:hist_begin,2,0,1000000,4000000,0.1,0,true,1944,0
ParallelUnions/squashing:hist_end,2,0,1000000,4000000,0.1,0,true,1980,0
ParallelUnions/squashing,2,1,1000000,400,0.1,0.9999,true,2069050.706,391199.746
ParallelUnions/squashing:cross_node_read,2,1,1000000,400,0.1,0.9999,true,0.000,0.000
ParallelUnions/squashing:this_node_read,2,1,1000000,400,0.1,0.9999,true,26406840.333,997057.710
ParallelUnions/squashing:cross_node_write,2,1,1000000,400,0.1,0.9999,true,0.000,0.000
ParallelUnions/squashing:this_node_read_success,2,1,1000000,400,0.1,0.9999,true,0.000,0.000
ParallelUnions/squashing:this_node_write,2,1,1000000,400,0.1,0.9999,true,0.000,0.000
ParallelUnions/squashing:global_data_read_write,2,1,1000000,400,0.1,0.9999,true,0.000,0.000
ParallelUnions/squashing:same_set_requests_true,2,1,1000000,400,0.1,0.9999,true,3996868.500,38.888
ParallelUnions/squashing:same_set_requests_false,2,1,1000000,400,0.1,0.9999,true,2740.500,48.747
ParallelUnions/squashing:union_requests,2,1,1000000,400,0.1,0.9999,true,4000000.000,0.000
ParallelUnions/squashing:hist_begin,2,1,1000000,400,0.1,0.9999,true,1980,0
ParallelUnions/squashing:hist_end,2,1,1000000,400,0.1,0.9999,true,2016,0
ParallelUnions/squashing,2,2,1000000,400,0.1,0.9999,true,2418233.941,216011.958
ParallelUnions/squashing:cross_node_read,2,2,1000000,400,0.1,0.9999,true,0.500,0.548
ParallelUnions/squashing:this_node_read,2,2,1000000,400,0.1,0.9999,true,5307381.167,56993.277
ParallelUnions/squashing:cross_node_write,2,2,1000000,400,0.1,0.9999,true,1.000,1.095
ParallelUnions/squashing:this_node_read_success,2,2,1000000,400,0.1,0.9999,true,0.000,0.000
ParallelUnions/squashing:this_node_write,2,2,1000000,400,0.1,0.9999,true,1135186.500,16405.203
ParallelUnions/squashing:global_data_read_write,2,2,1000000,400,0.1,0.9999,true,1.000,1.095
ParallelUnions/squashing:same_set_requests_true,2,2,1000000,400,0.1,0.9999,true,3996844.833,82.342
ParallelUnions/squashing:same_set_requests_false,2,2,1000000,400,0.1,0.9999,true,2739.167,62.624
ParallelUnions/squashing:union_requests,2,2,1000000,400,0.1,0.9999,true,4000000.000,0.000
ParallelUnions/squashing:hist_begin,2,2,1000000,400,0.1,0.9999,true,2016,0
ParallelUnions/squashing:hist_end,2,2,1000000,400,0.1,0.9999,true,2052,0
Adaptive2/squashing,2,0,1000000,4000000,0.1,0,true,832167.868,232148.340
Adaptive2/squashing:cross_node_read,2,0,1000000,4000000,0.1,0,true,7529594.333,1235214.327
Adaptive2/squashing:this_node_read,2,0,1000000,4000000,0.1,0,true,35415386.000,2604490.004
Adaptive2/squashing:cross_node_write,2,0,1000000,4000000,0.1,0,true,77978.500,1107.116
Adaptive2/squashing:this_node_read_success,2,0,1000000,4000000,0.1,0,true,6518007.833,971506.308
Adaptive2/squashing:this_node_write,2,0,1000000,4000000,0.1,0,true,921859.500,1096.740
Adaptive2/squashing:global_data_read_write,2,0,1000000,4000000,0.1,0,true,0.000,0.000
Adaptive2/squashing:same_set_requests_true,2,0,1000000,4000000,0.1,0,true,0.000,0.000
Adaptive2/squashing:same_set_requests_false,2,0,1000000,4000000,0.1,0,true,0.000,0.000
Adaptive2/squashing:union_requests,2,0,1000000,4000000,0.1,0,true,4000000.000,0.000
Adaptive2/squashing:hist_begin,2,0,1000000,4000000,0.1,0,true,2052,0
Adaptive2/squashing:hist_end,2,0,1000000,4000000,0.1,0,true,2088,0
Adaptive2/squashing,2,1,1000000,400,0.1,0.9999,true,950486.122,287463.551
Adaptive2/squashing:cross_node_read,2,1,1000000,400,0.1,0.9999,true,9135575.167,1568345.799
Adaptive2/squashing:this_node_read,2,1,1000000,400,0.1,0.9999,true,34207143.333,3142260.189
Adaptive2/squashing:cross_node_write,2,1,1000000,400,0.1,0.9999,true,0.000,0.000
Adaptive2/squashing:this_node_read_success,2,1,1000000,400,0.1,0.9999,true,4924209.167,1260466.951
Adaptive2/squashing:this_node_write,2,1,1000000,400,0.1,0.9999,true,0.000,0.000
Adaptive2/squashing:global_data_read_write,2,1,1000000,400,0.1,0.9999,true,0.000,0.000
Adaptive2/squashing:same_set_requests_true,2,1,1000000,400,0.1,0.9999,true,3996868.500,38.888
Adaptive2/squashing:same_set_requests_false,2,1,1000000,400,0.1,0.9999,true,2740.500,48.747
Adaptive2/squashing:union_requests,2,1,1000000,400,0.1,0.9999,true,4000000.000,0.000
Adaptive2/squashing:hist_begin,2,1,1000000,400,0.1,0.9999,true,2088,0
Adaptive2/squashing:hist_end,2,1,1000000,400,0.1,0.9999,true,2124,0
Adaptive2/squashing,2,2,1000000,400,0.1,0.9999,true,1461735.411,293897.658
Adaptive2/squashing:cross_node_read,2,2,1000000,400,0.1,0.9999,true,2697614.500,106553.593
Adaptive2/squashing:this_node_read,2,2,1000000,400,0.1,0.9999,true,18459131.500,190449.446
Adaptive2/squashing:cross_node_write,2,2,1000000,400,0.1,0.9999,true,0.000,0.000
Adaptive2/squashing:this_node_read_success,2,2,1000000,400,0.1,0.9999,true,638348.167,19631.202
Adaptive2/squashing:this_node_write,2,2,1000000,400,0.1,0.9999,true,802214.500,33323.261
Adaptive2/squashing:global_data_read_write,2,2,1000000,400,0.1,0.9999,true,0.000,0.000
Adaptive2/squashing:same_set_requests_true,2,2,1000000,400,0.1,0.9999,true,3996844.000,83.254
Adaptive2/squashing:same_set_requests_false,2,2,1000000,400,0.1,0.9999,true,2740.000,63.536
Adaptive2/squashing:union_requests,2,2,1000000,400,0.1,0.9999,true,4000000.000,0.000
Adaptive2/squashing:hist_begin,2,2,1000000,400,0.1,0.9999,true,2124,0
Adaptive2/squashing:hist_end,2,2,1000000,400,0.1,0.9999,true,2160,0
Adaptive3/squashing,2,0,1000000,4000000,0.1,0,true,779876.934,186578.604
Adaptive3/squashing:cross_node_read,2,0,1000000,4000000,0.1,0,true,8136200.833,1133977.517
Adaptive3/squashing:this_node_read,2,0,1000000,4000000,0.1,0,true,36509665.167,2161636.390
Adaptive3/squashing:cross_node_write,2,0,1000000,4000000,0.1,0,true,77670.667,195.785
Adaptive3/squashing:this_node_read_success,2,0,1000000,4000000,0.1,0,true,6891822.500,967123.142
Adaptive3/squashing:this_node_write,2,0,1000000,4000000,0.1,0,true,922172.000,179.782
Adaptive3/squashing:global_data_read_write,2,0,1000000,4000000,0.1,0,true,0.000,0.000
Adaptive3/squashing:same_set_requests_true,2,0,1000000,4000000,0.1,0,true,0.000,0.000
Adaptive3/squashing:same_set_requests_false,2,0,1000000,4000000,0.1,0,true,0.000,0.000
Adaptive3/squashing:union_requests,2,0,1000000,4000000,0.1,0,true,4000000.000,0.000
Adaptive3/squashing:hist_begin,2,0,1000000,4000000,0.1,0,true,2160,0
Adaptive3/squashing:hist_end,2,0,1000000,4000000,0.1,0,true,2196,0
Adaptive3/squashing,2,1,1000000,400,0.1,0.9999,true,532970.311,187258.695
Adaptive3/squashing:cross_node_read,2,1,1000000,400,0.1,0.9999,true,3707247.833,33234.935
Adaptive3/squashing:this_node_read,2,1,1000000,400,0.1,0.9999,true,28644356.833,1702732.138
Adaptive3/squashing:cross_node_write,2,1,1000000,400,0.1,0.9999,true,0.000,0.000
Adaptive3/squashing:this_node_read_success,2,1,1000000,400,0.1,0.9999,true,24934286.500,1693910.884
Adaptive3/squashing:this_node_write,2,1,1000000,400,0.1,0.9999,true,291271.000,4231.971
Adaptive3/squashing:global_data_read_write,2,1,1000000,400,0.1,0.9999,true,0.000,0.000
Adaptive3/squashing:same_set_requests_true,2,1,1000000,400,0.1,0.9999,true,3996868.500,38.888
Adaptive3/squashing:same_set_requests_false,2,1,1000000,400,0.1,0.9999,true,2740.500,48.747
Adaptive3/squashing:union_requests,2,1,1000000,400,0.1,0.9999,true,4000000.000,0.000
Adaptive3/squashing:hist_begin,2,1,1000000,400,0.1,0.9999,true,2196,0
Adaptive3/squashing:hist_end,2,1,1000000,400,0.1,0.9999,true,2232,0
Adaptive3/squashing,2,2,1000000,400,0.1,0.9999,true,701679.701,176572.934
Adaptive3/squashing:cross_node_read,2,2,1000000,400,0.1,0.9999,true,2400519.833,3906.126
Adaptive3/squashing:this_node_read,2,2,1000000,400,0.1,0.9999,true,15554168.167,108640.193
Adaptive3/squashing:cross_node_write,2,2,1000000,400,0.1,0.9999,true,0.000,0.000
Adaptive3/squashing:this_node_read_success,2,2,1000000,400,0.1,0.9999,true,13151500.333,111583.863
Adaptive3/squashing:this_node_write,2,2,1000000,400,0.1,0.9999,true,1058650.167,33952.640
Adaptive3/squashing:global_data_read_write,2,2,1000000,400,0.1,0.9999,true,0.000,0.000
Adaptive3/squashing:same_set_requests_true,2,2,1000000,400,0.1,0.9999,true,3996844.000,83.254
Adaptive3/squashing:same_set_requests_false,2,2,1000000,400,0.1,0.9999,true,2740.000,63.536
Adaptive3/squashing:union_requests,2,2,1000000,400,0.1,0.9999,true,4000000.000,0.000
Adaptive3/squashing:hist_begin,2,2,1000000,400,0.1,0.9999,true,2232,0
Adaptive3/squashing:hist_end,2,2,1000000,400,0.1,0.9999,true,2268,0
Usual,3,0,1000000,16000000,0.1,0,true,2506420.667,161257.337
Usual:cross_node_read,3,0,1000000,16000000,0.1,0,true,0.000,0.000
Usual:this_node_read,3,0,1000000,16000000,0.1,0,true,0.000,0.000
Usual:cross_node_write,3,0,1000000,16000000,0.1,0,true,0.000,0.000
Usual:this_node_read_success,3,0,1000000,16000000,0.1,0,true,0.000,0.000
Usual:this_node_write,3,0,1000000,16000000,0.1,0,true,0.000,0.000
Usual:global_data_read_write,3,0,1000000,16000000,0.1,0,true,0.000,0.000
Usual:same_set_requests_true,3,0,1000000,16000000,0.1,0,true,0.000,0.000
Usual:same_set_requests_false,3,0,1000000,16000000,0.1,0,true,0.000,0.000
Usual:union_requests,3,0,1000000,16000000,0.1,0,true,16000000.000,0.000
Usual:hist_begin,3,0,1000000,16000000,0.1,0,true,2268,0
Usual:hist_end,3,0,1000000,16000000,0.1,0,true,2304,0
Usual,3,1,1000000,400,0.1,0.9999,true,2951981.491,396460.669
Usual:cross_node_read,3,1,1000000,400,0.1,0.9999,true,0.000,0.000
Usual:this_node_read,3,1,1000000,400,0.1,0.9999,true,0.000,0.000
Usual:cross_node_write,3,1,1000000,400,0.1,0.9999,true,0.000,0.000
Usual:this_node_read_success,3,1,1000000,400,0.1,0.9999,true,0.000,0.000
Usual:this_node_write,3,1,1000000,400,0.1,0.9999,true,0.000,0.000
Usual:global_data_read_write,3,1,1000000,400,0.1,0.9999,true,0.000,0.000
Usual:same_set_requests_true,3,1,1000000,400,0.1,0.9999,true,3999589.500,2.739
Usual:same_set_requests_false,3,1,1000000,400,0.1,0.9999,true,0.000,0.000
Usual:union_requests,3,1,1000000,400,0.1,0.9999,true,4000000.000,0.000
Usual:hist_begin,3,1,1000000,400,0.1,0.9999,true,2304,0
Usual:hist_end,3,1,1000000,400,0.1,0.9999,true,2340,0
Usual,3,2,1000000,400,0.1,0.9999,true,2963019.176,393914.898
Usual:cross_node_read,3,2,1000000,400,0.1,0.9999,true,0.000,0.000
Usual:this_node_read,3,2,1000000,400,0.1,0.9999,true,0.000,0.000
Usual:cross_node_write,3,2,1000000,400,0.1,0.9999,true,0.000,0.000
Usual:this_node_read_success,3,2,1000000,400,0.1,0.9999,true,0.000,0.000
Usual:this_node_write,3,2,1000000,400,0.1,0.9999,true,0.000,0.000
Usual:global_data_read_write,3,2,1000000,400,0.1,0.9999,true,0.000,0.000
Usual:same_set_requests_true,3,2,1000000,400,0.1,0.9999,true,3999595.000,3.286
Usual:same_set_requests_false,3,2,1000000,400,0.1,0.9999,true,0.000,0.000
Usual:union_requests,3,2,1000000,400,0.1,0.9999,true,4000000.000,0.000
Usual:hist_begin,3,2,1000000,400,0.1,0.9999,true,2340,0
Usual:hist_end,3,2,1000000,400,0.1,0.9999,true,2376,0
ParallelUnions/halfing,3,0,1000000,16000000,0.1,0,true,1789885.634,278090.316
ParallelUnions/halfing:cross_node_read,3,0,1000000,16000000,0.1,0,true,1000097.833,18.498
ParallelUnions/halfing:this_node_read,3,0,1000000,16000000,0.1,0,true,143665546.667,9816710.372
ParallelUnions/halfing:cross_node_write,3,0,1000000,16000000,0.1,0,true,1999998.000,0.000
ParallelUnions/halfing:this_node_read_success,3,0,1000000,16000000,0.1,0,true,0.000,0.000
ParallelUnions/halfing:this_node_write,3,0,1000000,16000000,0.1,0,true,1999998.000,0.000
ParallelUnions/halfing:global_data_read_write,3,0,1000000,16000000,0.1,0,true,2001653.833,194.467
ParallelUnions/halfing:same_set_requests_true,3,0,1000000,16000000,0.1,0,true,0.000,0.000
ParallelUnions/halfing:same_set_requests_false,3,0,1000000,16000000,0.1,0,true,0.000,0.000
ParallelUnions/halfing:union_requests,3,0,1000000,16000000,0.1,0,true,16000000.000,0.000
ParallelUnions/halfing:hist_begin,3,0,1000000,16000000,0.1,0,true,2376,0
ParallelUnions/halfing:hist_end,3,0,1000000,16000000,0.1,0,true,2412,0
ParallelUnions/halfing,3,1,1000000,400,0.1,0.9999,true,2042599.413,373259.414
ParallelUnions/halfing:cross_node_read,3,1,1000000,400,0.1,0.9999,true,0.000,0.000
ParallelUnions/halfing:this_node_read,3,1,1000000,400,0.1,0.9999,true,37020949.000,2581630.243
ParallelUnions/halfing:cross_node_write,3,1,1000000,400,0.1,0.9999,true,0.000,0.000
ParallelUnions/halfing:this_node_read_success,3,1,1000000,400,0.1,0.9999,true,0.000,0.000
ParallelUnions/halfing:this_node_write,3,1,1000000,400,0.1,0.9999,true,0.000,0.000
ParallelUnions/halfing:global_data_read_write,3,1,1000000,400,0.1,0.9999,true,0.000,0.000
ParallelUnions/halfing:same_set_requests_true,3,1,1000000,400,0.1,0.9999,true,3999589.500,2.739
ParallelUnions/halfing:same_set_requests_false,3,1,1000000,400,0.1,0.9999,true,0.000,0.000
ParallelUnions/halfing:union_requests,3,1,1000000,400,0.1,0.9999,true,4000000.000,0.000
ParallelUnions/halfing:hist_begin,3,1,1000000,400,0.1,0.9999,true,2412,0
ParallelUnions/halfing:hist_end,3,1,1000000,400,0.1,0.9999,true,2448,0
ParallelUnions/halfing,3,2,1000000,400,0.1,0.9999,true,2117707.947,199673.414
ParallelUnions/halfing:cross_node_read,3,2,1000000,400,0.1,0.9999,true,0.000,0.000
ParallelUnions/halfing:this_node_read,3,2,1000000,400,0.1,0.9999,true,7777446.667,16864.603
ParallelUnions/halfing:cross_node_write,3,2,1000000,400,0.1,0.9999,true,0.000,0.000
ParallelUnions/halfing:this_node_read_success,3,2,1000000,400,0.1,0.9999,true,0.000,0.000
ParallelUnions/halfing:this_node_write,3,2,1000000,400,0.1,0.9999,true,1580235.333,3820.201
ParallelUnions/halfing:global_data_read_write,3,2,1000000,400,0.1,0.9999,true,0.000,0.000
ParallelUnions/halfing:same_set_requests_true,3,2,1000000,400,0.1,0.9999,true,3999595.000,3.286
ParallelUnions/halfing:same_set_requests_false,3,2,1000000,400,0.1,0.9999,true,0.000,0.000
ParallelUnions/halfing:union_requests,3,2,1000000,400,0.1,0.9999,true,4000000.000,0.000
ParallelUnions/halfing:hist_begin,3,2,1000000,400,0.1,0.9999,true,2448,0
ParallelUnions/halfing:hist_end,3,2,1000000,400,0.1,0.9999,true,2484,0
Adaptive2/halfing,3,0,1000000,16000000,0.1,0,true,717780.951,197452.620
Adaptive2/halfing:cross_node_read,3,0,1000000,16000000,0.1,0,true,50949656.500,6714343.581
Adaptive2/halfing:this_node_read,3,0,1000000,16000000,0.1,0,true,182836411.000,13750139.319
Adaptive2/halfing:cross_node_write,3,0,1000000,16000000,0.1,0,true,78160.167,534.551
Adaptive2/halfing:this_node_read_success,3,0,1000000,16000000,0.1,0,true,32733275.833,9290876.151
Adaptive2/halfing:this_node_write,3,0,1000000,16000000,0.1,0,true,922033.833,536.201
Adaptive2/halfing:global_data_read_write,3,0,1000000,16000000,0.1,0,true,0.000,0.000
Adaptive2/halfing:same_set_requests_true,3,0,1000000,16000000,0.1,0,true,0.000,0.000
Adaptive2/halfing:same_set_requests_false,3,0,1000000,16000000,0.1,0,true,0.000,0.000
Adaptive2/halfing:union_requests,3,0,1000000,16000000,0.1,0,true,16000000.000,0.000
Adaptive2/halfing:hist_begin,3,0,1000000,16000000,0.1,0,true,2484,0
Adaptive2/halfing:hist_end,3,0,1000000,16000000,0.1,0,true,2520,0
Adaptive2/halfing,3,1,1000000,400,0.1,0.9999,true,812074.215,222258.074
Adaptive2/halfing:cross_node_read,3,1,1000000,400,0.1,0.9999,true,13266697.167,1734036.984
Adaptive2/halfing:this_node_read,3,1,1000000,400,0.1,0.9999,true,42469933.667,2804880.473
Adaptive2/halfing:cross_node_write,3,1,1000000,400,0.1,0.9999,true,0.000,0.000
Adaptive2/halfing:this_node_read_success,3,1,1000000,400,0.1,0.9999,true,8035350.833,2346076.300
Adaptive2/halfing:this_node_write,3,1,1000000,400,0.1,0.9999,true,0.000,0.000
Adaptive2/halfing:global_data_read_write,3,1,1000000,400,0.1,0.9999,true,0.000,0.000
Adaptive2/halfing:same_set_requests_true,3,1,1000000,400,0.1,0.9999,true,3999589.500,2.739
Adaptive2/halfing:same_set_requests_false,3,1,1000000,400,0.1,0.9999,true,0.000,0.000
Adaptive2/halfing:union_requests,3,1,1000000,400,0.1,0.9999,true,4000000.000,0.000
Adaptive2/halfing:hist_begin,3,1,1000000,400,0.1,0.9999,true,2520,0
Adaptive2/halfing:hist_end,3,1,1000000,400,0.1,0.9999,true,2556,0
Adaptive2/halfing,3,2,1000000,400,0.1,0.9999,true,1468877.663,203541.286
Adaptive2/halfing:cross_node_read,3,2,1000000,400,0.1,0.9999,true,3179656.833,483258.345
Adaptive2/halfing:this_node_read,3,2,1000000,400,0.1,0.9999,true,18939195.500,200528.757
Adaptive2/halfing:cross_node_write,3,2,1000000,400,0.1,0.9999,true,0.000,0.000
Adaptive2/halfing:this_node_read_success,3,2,1000000,400,0.1,0.9999,true,759440.333,79091.977
Adaptive2/halfing:this_node_write,3,2,1000000,400,0.1,0.9999,true,1039987.667,130680.637
Adaptive2/halfing:global_data_read_write,3,2,1000000,400,0.1,0.9999,true,0.000,0.000
Adaptive2/halfing:same_set_requests_true,3,2,1000000,400,0.1,0.9999,true,3999595.000,3.286
Adaptive2/halfing:same_set_requests_false,3,2,1000000,400,0.1,0.9999,true,0.000,0.000
Adaptive2/halfing:union_requests,3,2,1000000,400,0.1,0.9999,true,4000000.000,0.000
Adaptive2/halfing:hist_begin,3,2,1000000,400,0.1,0.9999,true,2556,0
Adaptive2/halfing:hist_end,3,2,1000000,400,0.1,0.9999,true,2592,0
Adaptive3/halfing,3,0,1000000,16000000,0.1,0,true,807744.848,268302.669
Adaptive3/halfing:cross_node_read,3,0,1000000,16000000,0.1,0,true,45794074.500,7091293.811
Adaptive3/halfing:this_node_read,3,0,1000000,16000000,0.1,0,true,177429432.500,13851618.951
Adaptive3/halfing:cross_node_write,3,0,1000000,16000000,0.1,0,true,79723.667,310.111
Adaptive3/halfing:this_node_read_success,3,0,1000000,16000000,0.1,0,true,29309445.167,9658245.959
Adaptive3/halfing:this_node_write,3,0,1000000,16000000,0.1,0,true,920470.167,330.898
Adaptive3/halfing:global_data_read_write,3,0,1000000,16000000,0.1,0,true,0.000,0.000
Adaptive3/halfing:same_set_requests_true,3,0,1000000,16000000,0.1,0,true,0.000,0.000
Adaptive3/halfing:same_set_requests_false,3,0,1000000,16000000,0.1,0,true,0.000,0.000
Adaptive3/halfing:union_requests,3,0,1000000,16000000,0.1,0,true,16000000.000,0.000
Adaptive3/halfing:hist_begin,3,0,1000000,16000000,0.1,0,true,2592,0
Adaptive3/halfing:hist_end,3,0,1000000,16000000,0.1,0,true,2628,0
Adaptive3/halfing,3,1,1000000,400,0.1,0.9999,true,528652.201,189097.028
Adaptive3/halfing:cross_node_read,3,1,1000000,400,0.1,0.9999,true,3900955.333,82517.459
Adaptive3/halfing:this_node_read,3,1,1000000,400,0.1,0.9999,true,34464115.000,1354671.288
Adaptive3/halfing:cross_node_write,3,1,1000000,400,0.1,0.9999,true,0.000,0.000
Adaptive3/halfing:this_node_read_success,3,1,1000000,400,0.1,0.9999,true,30559610.333,1436286.858
Adaptive3/halfing:this_node_write,3,1,1000000,400,0.1,0.9999,true,316382.333,5056.532
Adaptive3/halfing:global_data_read_write,3,1,1000000,400,0.1,0.9999,true,0.000,0.000
Adaptive3/halfing:same_set_requests_true,3,1,1000000,400,0.1,0.9999,true,3999589.500,2.739
Adaptive3/halfing:same_set_requests_false,3,1,1000000,400,0.1,0.9999,true,0.000,0.000
Adaptive3/halfing:union_requests,3,1,1000000,400,0.1,0.9999,true,4000000.000,0.000
Adaptive3/halfing:hist_begin,3,1,1000000,400,0.1,0.9999,true,2628,0
Adaptive3/halfing:hist_end,3,1,1000000,400,0.1,0.9999,true,2664,0
Adaptive3/halfing,3,2,1000000,400,0.1,0.9999,true,712898.370,194291.041
Adaptive3/halfing:cross_node_read,3,2,1000000,400,0.1,0.9999,true,2793789.000,13501.055
Adaptive3/halfing:this_node_read,3,2,1000000,400,0.1,0.9999,true,16246575.667,23318.079
Adaptive3/halfing:cross_node_write,3,2,1000000,400,0.1,0.9999,true,0.000,0.000
Adaptive3/halfing:this_node_read_success,3,2,1000000,400,0.1,0.9999,true,13450731.833,33239.209
Adaptive3/halfing:this_node_write,3,2,1000000,400,0.1,0.9999,true,1307264.667,7150.444
Adaptive3/halfing:global_data_read_write,3,2,1000000,400,0.1,0.9999,true,0.000,0.000
Adaptive3/halfing:same_set_requests_true,3,2,1000000,400,0.1,0.9999,true,3999595.000,3.286
Adaptive3/halfing:same_set_requests_false,3,2,1000000,400,0.1,0.9999,true,0.000,0.000
Adaptive3/halfing:union_requests,3,2,1000000,400,0.1,0.9999,true,4000000.000,0.000
Adaptive3/halfing:hist_begin,3,2,1000000,400,0.1,0.9999,true,2664,0
Adaptive3/halfing:hist_end,3,2,1000000,400,0.1,0.9999,true,2700,0
ParallelUnions/squashing,3,0,1000000,16000000,0.1,0,true,1874912.936,213530.039
ParallelUnions/squashing:cross_node_read,3,0,1000000,16000000,0.1,0,true,1000111.333,15.642
ParallelUnions/squashing:this_node_read,3,0,1000000,16000000,0.1,0,true,137697204.167,21393633.656
ParallelUnions/squashing:cross_node_write,3,0,1000000,16000000,0.1,0,true,1999998.000,0.000
ParallelUnions/squashing:this_node_read_success,3,0,1000000,16000000,0.1,0,true,0.000,0.000
ParallelUnions/squashing:this_node_write,3,0,1000000,16000000,0.1,0,true,1999998.000,0.000
ParallelUnions/squashing:global_data_read_write,3,0,1000000,16000000,0.1,0,true,2001423.500,214.114
ParallelUnions/squashing:same_set_requests_true,3,0,1000000,16000000,0.1,0,true,0.000,0.000
ParallelUnions/squashing:same_set_requests_false,3,0,1000000,16000000,0.1,0,true,0.000,0.000
ParallelUnions/squashing:union_requests,3,0,1000000,16000000,0.1,0,true,16000000.000,0.000
ParallelUnions/squashing:hist_begin,3,0,1000000,16000000,0.1,0,true,2700,0
