DSU,N,E,interpairFraction,sameSetFraction,shuffleVertices,Score,Score Error
AdaptiveSmart/halfing:cross_node_read,1000000,64000000,0.300,0.800,1,74038410.500,6078159.860
AdaptiveSmart/halfing:this_node_read,1000000,64000000,0.300,0.800,1,1303942036.333,486019.622
AdaptiveSmart/halfing:cross_node_write,1000000,64000000,0.300,0.800,1,201802.000,1446.864
AdaptiveSmart/halfing:this_node_read_success,1000000,64000000,0.300,0.800,1,30725367.000,3964906.195
AdaptiveSmart/halfing:this_node_write,1000000,64000000,0.300,0.800,1,3135090.833,374731.605
AdaptiveSmart/halfing:global_data_read_write,1000000,64000000,0.300,0.800,1,0.000,0.000
AdaptiveSmart/halfing:same_set_requests_true,1000000,64000000,0.300,0.800,1,251833272.667,46804.606
AdaptiveSmart/halfing:same_set_requests_false,1000000,64000000,0.300,0.800,1,4167596.333,49471.379
AdaptiveSmart/halfing:union_requests,1000000,64000000,0.300,0.800,1,63999131.000,3000.424
AdaptiveSmart/squashing,1000000,64000000,0.300,0.800,1,2423860.098,650692.907
AdaptiveSmart/squashing:cross_node_read,1000000,64000000,0.300,0.800,1,73595720.833,12434948.183
AdaptiveSmart/squashing:this_node_read,1000000,64000000,0.300,0.800,1,1304047556.167,5574896.299
AdaptiveSmart/squashing:cross_node_write,1000000,64000000,0.300,0.800,1,200968.833,676.066
AdaptiveSmart/squashing:this_node_read_success,1000000,64000000,0.300,0.800,1,30010147.500,586682.481
AdaptiveSmart/squashing:this_node_write,1000000,64000000,0.300,0.800,1,3083236.167,340863.078
AdaptiveSmart/squashing:global_data_read_write,1000000,64000000,0.300,0.800,1,0.000,0.000
AdaptiveSmart/squashing:same_set_requests_true,1000000,64000000,0.300,0.800,1,251845194.333,53292.289
AdaptiveSmart/squashing:same_set_requests_false,1000000,64000000,0.300,0.800,1,4155674.667,56291.683
AdaptiveSmart/squashing:union_requests,1000000,64000000,0.300,0.800,1,63999131.000,3000.424
AdaptiveSmart/halfing,1000000,4000000,0.020,0.950,1,2277613.872,323255.589
AdaptiveSmart/halfing:cross_node_read,1000000,4000000,0.020,0.950,1,10531549.667,520134.405
AdaptiveSmart/halfing:this_node_read,1000000,4000000,0.020,0.950,1,342177755.833,447366.707
AdaptiveSmart/halfing:cross_node_write,1000000,4000000,0.020,0.950,1,17075.000,74.841
AdaptiveSmart/halfing:this_node_read_success,1000000,4000000,0.020,0.950,1,17477282.000,64749.481
AdaptiveSmart/halfing:this_node_write,1000000,4000000,0.020,0.950,1,3355476.167,253327.314
AdaptiveSmart/halfing:global_data_read_write,1000000,4000000,0.020,0.950,1,0.000,0.000
AdaptiveSmart/halfing:same_set_requests_true,1000000,4000000,0.020,0.950,1,56966290.000,11591.264
AdaptiveSmart/halfing:same_set_requests_false,1000000,4000000,0.020,0.950,1,19035328.500,11810.833
AdaptiveSmart/halfing:union_requests,1000000,4000000,0.020,0.950,1,3998381.500,219.637
AdaptiveSmart/squashing,1000000,4000000,0.020,0.950,1,2255700.931,493875.439
AdaptiveSmart/squashing:cross_node_read,1000000,4000000,0.020,0.950,1,9928245.833,168485.642
AdaptiveSmart/squashing:this_node_read,1000000,4000000,0.020,0.950,1,343867089.167,1626516.014
AdaptiveSmart/squashing:cross_node_write,1000000,4000000,0.020,0.950,1,17253.667,59.362
AdaptiveSmart/squashing:this_node_read_success,1000000,4000000,0.020,0.950,1,17494433.167,136420.372
AdaptiveSmart/squashing:this_node_write,1000000,4000000,0.020,0.950,1,3785650.333,787613.337
AdaptiveSmart/squashing:global_data_read_write,1000000,4000000,0.020,0.950,1,0.000,0.000
AdaptiveSmart/squashing:same_set_requests_true,1000000,4000000,0.020,0.950,1,56969094.667,20656.762
AdaptiveSmart/squashing:same_set_requests_false,1000000,4000000,0.020,0.950,1,19032523.833,20876.365
AdaptiveSmart/squashing:union_requests,1000000,4000000,0.020,0.950,1,3998381.500,219.637
AdaptiveSmart/halfing,1000000,16000000,0.020,0.950,1,2475597.801,435278.870
AdaptiveSmart/halfing:cross_node_read,1000000,16000000,0.020,0.950,1,44563279.833,16265401.660
AdaptiveSmart/halfing:this_node_read,1000000,16000000,0.020,0.950,1,1300881723.167,1664959.999
AdaptiveSmart/halfing:cross_node_write,1000000,16000000,0.020,0.950,1,17317.333,41.413
AdaptiveSmart/halfing:this_node_read_success,1000000,16000000,0.020,0.950,1,18249813.833,486817.338
AdaptiveSmart/halfing:this_node_write,1000000,16000000,0.020,0.950,1,2798200.167,282276.749
AdaptiveSmart/halfing:global_data_read_write,1000000,16000000,0.020,0.950,1,0.000,0.000
AdaptiveSmart/halfing:same_set_requests_true,1000000,16000000,0.020,0.950,1,284947614.000,10397.968
AdaptiveSmart/halfing:same_set_requests_false,1000000,16000000,0.020,0.950,1,19052483.000,9068.802
AdaptiveSmart/halfing:union_requests,1000000,16000000,0.020,0.950,1,15999903.000,1355.066
AdaptiveSmart/squashing,1000000,16000000,0.020,0.950,1,2421214.270,604979.279
AdaptiveSmart/squashing:cross_node_read,1000000,16000000,0.020,0.950,1,38345283.667,3028021.040
AdaptiveSmart/squashing:this_node_read,1000000,16000000,0.020,0.950,1,1301187251.333,586438.874
AdaptiveSmart/squashing:cross_node_write,1000000,16000000,0.020,0.950,1,17194.333,83.715
AdaptiveSmart/squashing:this_node_read_success,1000000,16000000,0.020,0.950,1,18024690.500,382129.353
AdaptiveSmart/squashing:this_node_write,1000000,16000000,0.020,0.950,1,3084678.500,514327.896
AdaptiveSmart/squashing:global_data_read_write,1000000,16000000,0.020,0.950,1,0.000,0.000
AdaptiveSmart/squashing:same_set_requests_true,1000000,16000000,0.020,0.950,1,284923089.667,13345.608
AdaptiveSmart/squashing:same_set_requests_false,1000000,16000000,0.020,0.950,1,19077007.333,12012.289
AdaptiveSmart/squashing:union_requests,1000000,16000000,0.020,0.950,1,15999903.000,1355.066
AdaptiveSmart/halfing,1000000,64000000,0.020,0.950,1,2538609.344,486070.350
AdaptiveSmart/halfing:cross_node_read,1000000,64000000,0.020,0.950,1,73908642.000,22079365.299
AdaptiveSmart/halfing:this_node_read,1000000,64000000,0.020,0.950,1,5135985822.000,4355556.945
AdaptiveSmart/halfing:cross_node_write,1000000,64000000,0.020,0.950,1,17093.667,13.307
AdaptiveSmart/halfing:this_node_read_success,1000000,64000000,0.020,0.950,1,21372175.667,3349441.671
AdaptiveSmart/halfing:this_node_write,1000000,64000000,0.020,0.950,1,4324814.833,1446329.256
AdaptiveSmart/halfing:global_data_read_write,1000000,64000000,0.020,0.950,1,0.000,0.000
AdaptiveSmart/halfing:same_set_requests_true,1000000,64000000,0.020,0.950,1,1196852650.667,59157.159
AdaptiveSmart/halfing:same_set_requests_false,1000000,64000000,0.020,0.950,1,19149383.833,65472.643
AdaptiveSmart/halfing:union_requests,1000000,64000000,0.020,0.950,1,63997965.500,6373.847
AdaptiveSmart/squashing,1000000,64000000,0.020,0.950,1,2468031.021,648314.352
AdaptiveSmart/squashing:cross_node_read,1000000,64000000,0.020,0.950,1,78423079.333,31741286.869
AdaptiveSmart/squashing:this_node_read,1000000,64000000,0.020,0.950,1,5137295324.167,6657464.014
AdaptiveSmart/squashing:cross_node_write,1000000,64000000,0.020,0.950,1,17157.500,33.110
AdaptiveSmart/squashing:this_node_read_success,1000000,64000000,0.020,0.950,1,23377107.667,5315506.544
AdaptiveSmart/squashing:this_node_write,1000000,64000000,0.020,0.950,1,3686653.667,798120.301
AdaptiveSmart/squashing:global_data_read_write,1000000,64000000,0.020,0.950,1,0.000,0.000
AdaptiveSmart/squashing:same_set_requests_true,1000000,64000000,0.020,0.950,1,1196789801.500,136418.788
AdaptiveSmart/squashing:same_set_requests_false,1000000,64000000,0.020,0.950,1,19212233.000,142758.961
AdaptiveSmart/squashing:union_requests,1000000,64000000,0.020,0.950,1,63997965.500,6373.847
AdaptiveSmart/halfing,1000000,4000000,0.100,0.950,1,2266292.810,327944.515
AdaptiveSmart/halfing:cross_node_read,1000000,4000000,0.100,0.950,1,25870432.500,203857.835
AdaptiveSmart/halfing:this_node_read,1000000,4000000,0.100,0.950,1,338171885.333,83192.038
AdaptiveSmart/halfing:cross_node_write,1000000,4000000,0.100,0.950,1,77381.667,189.481
AdaptiveSmart/halfing:this_node_read_success,1000000,4000000,0.100,0.950,1,17660113.000,160331.193
AdaptiveSmart/halfing:this_node_write,1000000,4000000,0.100,0.950,1,2635176.000,122646.896
AdaptiveSmart/halfing:global_data_read_write,1000000,4000000,0.100,0.950,1,0.000,0.000
AdaptiveSmart/halfing:same_set_requests_true,1000000,4000000,0.100,0.950,1,56840667.500,10041.162
AdaptiveSmart/halfing:same_set_requests_false,1000000,4000000,0.100,0.950,1,19161337.500,8716.712
AdaptiveSmart/halfing:union_requests,1000000,4000000,0.100,0.950,1,3997995.000,1456.942
AdaptiveSmart/squashing,1000000,4000000,0.100,0.950,1,2190660.112,500703.042
AdaptiveSmart/squashing:cross_node_read,1000000,4000000,0.100,0.950,1,27434639.833,853383.320
AdaptiveSmart/squashing:this_node_read,1000000,4000000,0.100,0.950,1,338854430.667,201721.714
AdaptiveSmart/squashing:cross_node_write,1000000,4000000,0.100,0.950,1,78104.333,56.504
AdaptiveSmart/squashing:this_node_read_success,1000000,4000000,0.100,0.950,1,17750608.833,302158.123
AdaptiveSmart/squashing:this_node_write,1000000,4000000,0.100,0.950,1,2623953.833,179490.959
AdaptiveSmart/squashing:global_data_read_write,1000000,4000000,0.100,0.950,1,0.000,0.000
AdaptiveSmart/squashing:same_set_requests_true,1000000,4000000,0.100,0.950,1,56795036.333,9039.718
AdaptiveSmart/squashing:same_set_requests_false,1000000,4000000,0.100,0.950,1,19206968.667,7623.309
AdaptiveSmart/squashing:union_requests,1000000,4000000,0.100,0.950,1,3997995.000,1456.942
AdaptiveSmart/halfing,1000000,16000000,0.100,0.950,1,2439713.418,518264.594
AdaptiveSmart/halfing:cross_node_read,1000000,16000000,0.100,0.950,1,92737074.333,9894521.625
AdaptiveSmart/halfing:this_node_read,1000000,16000000,0.100,0.950,1,1293625756.000,2488320.237
AdaptiveSmart/halfing:cross_node_write,1000000,16000000,0.100,0.950,1,81048.167,4007.863
AdaptiveSmart/halfing:this_node_read_success,1000000,16000000,0.100,0.950,1,19967712.667,1829146.784
AdaptiveSmart/halfing:this_node_write,1000000,16000000,0.100,0.950,1,3336827.500,551481.627
AdaptiveSmart/halfing:global_data_read_write,1000000,16000000,0.100,0.950,1,0.000,0.000
AdaptiveSmart/halfing:same_set_requests_true,1000000,16000000,0.100,0.950,1,284569291.667,281201.752
AdaptiveSmart/halfing:same_set_requests_false,1000000,16000000,0.100,0.950,1,19431392.833,282008.217
AdaptiveSmart/halfing:union_requests,1000000,16000000,0.100,0.950,1,15999315.500,884.572
AdaptiveSmart/squashing,1000000,16000000,0.100,0.950,1,2314766.193,600003.023
AdaptiveSmart/squashing:cross_node_read,1000000,16000000,0.100,0.950,1,92092257.667,3005179.073
AdaptiveSmart/squashing:this_node_read,1000000,16000000,0.100,0.950,1,1295007366.667,1314101.212
AdaptiveSmart/squashing:cross_node_write,1000000,16000000,0.100,0.950,1,78323.833,107.607
AdaptiveSmart/squashing:this_node_read_success,1000000,16000000,0.100,0.950,1,20225538.500,1578788.862
AdaptiveSmart/squashing:this_node_write,1000000,16000000,0.100,0.950,1,3274517.833,483049.391
AdaptiveSmart/squashing:global_data_read_write,1000000,16000000,0.100,0.950,1,0.000,0.000
AdaptiveSmart/squashing:same_set_requests_true,1000000,16000000,0.100,0.950,1,284553655.167,257993.837
AdaptiveSmart/squashing:same_set_requests_false,1000000,16000000,0.100,0.950,1,19447029.333,258877.959
AdaptiveSmart/squashing:union_requests,1000000,16000000,0.100,0.950,1,15999315.500,884.572
AdaptiveSmart/halfing,1000000,64000000,0.100,0.950,1,2534442.355,521436.525
AdaptiveSmart/halfing:cross_node_read,1000000,64000000,0.100,0.950,1,254637271.167,27017955.020
AdaptiveSmart/halfing:this_node_read,1000000,64000000,0.100,0.950,1,5134701735.667,2035862.141
AdaptiveSmart/halfing:cross_node_write,1000000,64000000,0.100,0.950,1,79463.833,1615.408
AdaptiveSmart/halfing:this_node_read_success,1000000,64000000,0.100,0.950,1,26270170.000,875571.013
AdaptiveSmart/halfing:this_node_write,1000000,64000000,0.100,0.950,1,3060296.167,55684.648
AdaptiveSmart/halfing:global_data_read_write,1000000,64000000,0.100,0.950,1,0.000,0.000
AdaptiveSmart/halfing:same_set_requests_true,1000000,64000000,0.100,0.950,1,1196656482.833,117756.243
AdaptiveSmart/halfing:same_set_requests_false,1000000,64000000,0.100,0.950,1,19343792.667,110014.227
AdaptiveSmart/halfing:union_requests,1000000,64000000,0.100,0.950,1,63999724.500,7789.162
AdaptiveSmart/squashing,1000000,64000000,0.100,0.950,1,2397940.936,653976.993
AdaptiveSmart/squashing:cross_node_read,1000000,64000000,0.100,0.950,1,288779393.167,13727782.944
AdaptiveSmart/squashing:this_node_read,1000000,64000000,0.100,0.950,1,5131388752.167,8775345.552
AdaptiveSmart/squashing:cross_node_write,1000000,64000000,0.100,0.950,1,78466.833,125.598
AdaptiveSmart/squashing:this_node_read_success,1000000,64000000,0.100,0.950,1,23348385.333,3316069.738
AdaptiveSmart/squashing:this_node_write,1000000,64000000,0.100,0.950,1,3148118.333,150950.191
AdaptiveSmart/squashing:global_data_read_write,1000000,64000000,0.100,0.950,1,0.000,0.000
AdaptiveSmart/squashing:same_set_requests_true,1000000,64000000,0.100,0.950,1,1196536107.667,259016.356
AdaptiveSmart/squashing:same_set_requests_false,1000000,64000000,0.100,0.950,1,19464167.833,251237.501
AdaptiveSmart/squashing:union_requests,1000000,64000000,0.100,0.950,1,63999724.500,7789.162
AdaptiveSmart/halfing,1000000,4000000,0.300,0.950,1,2234373.891,307271.398
AdaptiveSmart/halfing:cross_node_read,1000000,4000000,0.300,0.950,1,46590297.333,2841113.264
AdaptiveSmart/halfing:this_node_read,1000000,4000000,0.300,0.950,1,335022811.833,2112795.186
AdaptiveSmart/halfing:cross_node_write,1000000,4000000,0.300,0.950,1,200746.833,294.811
AdaptiveSmart/halfing:this_node_read_success,1000000,4000000,0.300,0.950,1,19163272.667,828681.556
AdaptiveSmart/halfing:this_node_write,1000000,4000000,0.300,0.950,1,3047112.333,189511.711
AdaptiveSmart/halfing:global_data_read_write,1000000,4000000,0.300,0.950,1,0.000,0.000
AdaptiveSmart/halfing:same_set_requests_true,1000000,4000000,0.300,0.950,1,56608091.333,164596.920
AdaptiveSmart/halfing:same_set_requests_false,1000000,4000000,0.300,0.950,1,19391078.167,164341.140
AdaptiveSmart/halfing:union_requests,1000000,4000000,0.300,0.950,1,4000830.500,255.786
AdaptiveSmart/squashing,1000000,4000000,0.300,0.950,1,2055314.651,448658.152
AdaptiveSmart/squashing:cross_node_read,1000000,4000000,0.300,0.950,1,46556603.333,1172972.354
AdaptiveSmart/squashing:this_node_read,1000000,4000000,0.300,0.950,1,338174465.167,500286.827
AdaptiveSmart/squashing:cross_node_write,1000000,4000000,0.300,0.950,1,201768.000,545.805
AdaptiveSmart/squashing:this_node_read_success,1000000,4000000,0.300,0.950,1,19827014.833,151427.900
AdaptiveSmart/squashing:this_node_write,1000000,4000000,0.300,0.950,1,3967282.667,753197.997
AdaptiveSmart/squashing:global_data_read_write,1000000,4000000,0.300,0.950,1,0.000,0.000
AdaptiveSmart/squashing:same_set_requests_true,1000000,4000000,0.300,0.950,1,56665908.333,61286.466
AdaptiveSmart/squashing:same_set_requests_false,1000000,4000000,0.300,0.950,1,19333261.167,61030.834
AdaptiveSmart/squashing:union_requests,1000000,4000000,0.300,0.950,1,4000830.500,255.786
AdaptiveSmart/halfing,1000000,16000000,0.300,0.950,1,2446244.284,465348.263
AdaptiveSmart/halfing:cross_node_read,1000000,16000000,0.300,0.950,1,129385785.500,18180833.837
AdaptiveSmart/halfing:this_node_read,1000000,16000000,0.300,0.950,1,1285165891.667,658770.919
AdaptiveSmart/halfing:cross_node_write,1000000,16000000,0.300,0.950,1,201343.667,1388.238
AdaptiveSmart/halfing:this_node_read_success,1000000,16000000,0.300,0.950,1,24940753.500,1588683.995
AdaptiveSmart/halfing:this_node_write,1000000,16000000,0.300,0.950,1,3132695.833,25769.082
AdaptiveSmart/halfing:global_data_read_write,1000000,16000000,0.300,0.950,1,0.000,0.000
AdaptiveSmart/halfing:same_set_requests_true,1000000,16000000,0.300,0.950,1,284673950.500,16893.209
AdaptiveSmart/halfing:same_set_requests_false,1000000,16000000,0.300,0.950,1,19324653.000,15633.772
AdaptiveSmart/halfing:union_requests,1000000,16000000,0.300,0.950,1,16001396.500,1292.078
AdaptiveSmart/squashing,1000000,16000000,0.300,0.950,1,2245531.980,625062.684
AdaptiveSmart/squashing:cross_node_read,1000000,16000000,0.300,0.950,1,126014914.833,17328406.191
AdaptiveSmart/squashing:this_node_read,1000000,16000000,0.300,0.950,1,1284234067.000,1441232.395
AdaptiveSmart/squashing:cross_node_write,1000000,16000000,0.300,0.950,1,201700.667,761.091
AdaptiveSmart/squashing:this_node_read_success,1000000,16000000,0.300,0.950,1,24641197.833,2364041.818
AdaptiveSmart/squashing:this_node_write,1000000,16000000,0.300,0.950,1,3314265.500,110694.666
AdaptiveSmart/squashing:global_data_read_write,1000000,16000000,0.300,0.950,1,0.000,0.000
AdaptiveSmart/squashing:same_set_requests_true,1000000,16000000,0.300,0.950,1,284696948.833,2412.514
AdaptiveSmart/squashing:same_set_requests_false,1000000,16000000,0.300,0.950,1,19301654.667,3594.389
AdaptiveSmart/squashing:union_requests,1000000,16000000,0.300,0.950,1,16001396.500,1292.078
AdaptiveSmart/halfing,1000000,64000000,0.300,0.950,1,2580521.312,448607.642
AdaptiveSmart/halfing:cross_node_read,1000000,64000000,0.300,0.950,1,514443781.000,99701701.011
AdaptiveSmart/halfing:this_node_read,1000000,64000000,0.300,0.950,1,5079656232.333,4733974.146
AdaptiveSmart/halfing:cross_node_write,1000000,64000000,0.300,0.950,1,201044.000,246.742
AdaptiveSmart/halfing:this_node_read_success,1000000,64000000,0.300,0.950,1,25735109.333,913395.134
AdaptiveSmart/halfing:this_node_write,1000000,64000000,0.300,0.950,1,3353265.833,258934.986
AdaptiveSmart/halfing:global_data_read_write,1000000,64000000,0.300,0.950,1,0.000,0.000
AdaptiveSmart/halfing:same_set_requests_true,1000000,64000000,0.300,0.950,1,1196449188.833,327889.532
AdaptiveSmart/halfing:same_set_requests_false,1000000,64000000,0.300,0.950,1,19547197.667,320252.671
AdaptiveSmart/halfing:union_requests,1000000,64000000,0.300,0.950,1,64003613.500,7636.896
AdaptiveSmart/squashing,1000000,64000000,0.300,0.950,1,2313415.655,665554.213
AdaptiveSmart/squashing:cross_node_read,1000000,64000000,0.300,0.950,1,409445036.333,168965973.324
AdaptiveSmart/squashing:this_node_read,1000000,64000000,0.300,0.950,1,5069591436.667,4573224.196
AdaptiveSmart/squashing:cross_node_write,1000000,64000000,0.300,0.950,1,201930.833,80.643
AdaptiveSmart/squashing:this_node_read_success,1000000,64000000,0.300,0.950,1,35259762.167,11913199.774
AdaptiveSmart/squashing:this_node_write,1000000,64000000,0.300,0.950,1,4054823.333,143923.584
AdaptiveSmart/squashing:global_data_read_write,1000000,64000000,0.300,0.950,1,0.000,0.000
AdaptiveSmart/squashing:same_set_requests_true,1000000,64000000,0.300,0.950,1,1196689044.667,9319.409
AdaptiveSmart/squashing:same_set_requests_false,1000000,64000000,0.300,0.950,1,19307341.833,16735.105
AdaptiveSmart/squashing:union_requests,1000000,64000000,0.300,0.950,1,64003613.500,7636.896
